numbers,stimuli,correctanswer,correctanswer2,condition,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key,accuracy,RTs,participant,gender,age,handedness,frameRate,expName,date
3,lawyer_3.png,g,a,t,0,3,3,10,g,1,0.001436914317,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
4,lawyer_4.png,a,g,t,4,3,99,11,a,1,0.01774039352,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
6,lawyer_6.png,a,g,t,1,14,38,12,a,1,0.01777631626,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
8,cop_8.png,g,a,l,2,10,58,22,g,1,0.0179060786,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
7,lawyer_7.png,g,a,t,3,4,76,5,g,1,0.05101595726,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
4,lawyer_4.png,a,g,t,0,14,14,11,a,1,0.05105224648,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
6,cop_6.png,g,a,l,4,14,110,20,g,1,0.05106947478,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
6,lawyer_6.png,a,g,t,3,3,75,4,a,1,0.084318646,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
3,lawyer_3.png,g,a,t,4,8,104,10,g,1,0.08488571411,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
1,cop_1.png,a,g,l,1,12,36,16,a,1,0.1010759261,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
4,cop_4.png,g,a,l,1,3,27,19,g,1,0.1011272445,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
2,lawyer_2.png,a,g,t,0,5,5,1,a,1,0.1176096052,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
2,lawyer_2.png,a,g,t,1,10,34,1,a,1,0.1177624606,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
8,cop_8.png,g,a,l,0,19,19,22,g,1,0.117781155,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
1,lawyer_1.png,g,a,t,4,2,98,0,g,1,0.134358821,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
6,lawyer_6.png,a,g,t,4,6,102,12,g,1,0.1676604101,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
2,lawyer_2.png,a,g,t,4,14,110,1,a,1,0.1676626096,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
8,cop_8.png,g,a,l,3,1,73,22,a,1,0.1676736064,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
9,lawyer_9.png,g,a,t,4,5,101,7,g,1,0.1677601144,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
8,cop_8.png,g,a,l,2,15,63,22,a,1,0.1678022686,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
3,cop_3.png,a,g,l,1,12,36,18,g,1,0.1681109122,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
3,lawyer_3.png,g,a,t,4,9,105,2,g,1,0.1843498771,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
4,lawyer_4.png,a,g,t,4,7,103,3,a,1,0.184359774,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
9,lawyer_9.png,g,a,t,2,21,69,15,a,1,0.1844598448,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
3,cop_3.png,a,g,l,4,18,114,18,a,1,0.2010155171,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
9,lawyer_9.png,g,a,t,4,3,99,15,g,1,0.2010657359,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
2,cop_2.png,g,a,l,2,3,51,17,g,1,0.2010661024,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
2,lawyer_2.png,a,g,t,0,7,7,9,a,1,0.2010880962,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
3,lawyer_3.png,g,a,t,4,5,101,10,g,1,0.2011001925,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
9,cop_9.png,a,g,l,3,16,88,23,a,1,0.2011232858,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
1,lawyer_1.png,g,a,t,2,15,63,8,g,1,0.2011357488,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
3,lawyer_3.png,g,a,t,1,15,39,2,a,1,0.2014975434,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
6,lawyer_6.png,a,g,t,0,18,18,4,a,1,0.2169652663,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
3,lawyer_3.png,g,a,t,0,11,11,2,g,1,0.2176166431,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
8,lawyer_8.png,a,g,t,4,16,112,6,a,1,0.2176573309,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
3,lawyer_3.png,g,a,t,2,19,67,2,g,1,0.2176738263,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
1,lawyer_1.png,g,a,t,1,8,32,0,g,1,0.2176811576,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
4,cop_4.png,g,a,l,3,10,82,19,a,1,0.2176899551,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
1,cop_1.png,a,g,l,4,9,105,16,a,1,0.2177053504,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
6,cop_6.png,g,a,l,3,20,92,20,a,1,0.2177881929,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
1,cop_1.png,a,g,l,2,18,66,16,a,1,0.2343695245,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
4,lawyer_4.png,a,g,t,1,21,45,3,g,1,0.2348647469,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
8,cop_8.png,g,a,l,1,19,43,22,g,1,0.2509820138,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
9,lawyer_9.png,g,a,t,0,16,16,7,g,1,0.2510098722,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
6,lawyer_6.png,a,g,t,2,23,71,12,g,1,0.2515032617,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
1,lawyer_1.png,g,a,t,3,7,79,0,a,1,0.2676135639,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
3,lawyer_3.png,g,a,t,3,0,72,10,g,1,0.2676791782,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
3,cop_3.png,a,g,l,1,1,25,18,a,1,0.2677187666,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
6,cop_6.png,g,a,l,1,2,26,20,g,1,0.2677249981,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
9,lawyer_9.png,g,a,t,2,17,65,7,g,1,0.26774076,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
8,lawyer_8.png,a,g,t,3,2,74,6,a,1,0.2844327926,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
2,cop_2.png,g,a,l,4,11,107,17,a,1,0.3010166902,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
7,lawyer_7.png,g,a,t,3,12,84,13,a,1,0.3010221885,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
3,cop_3.png,a,g,l,0,4,4,18,a,1,0.3010621436,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
7,lawyer_7.png,g,a,t,1,0,24,5,g,1,0.3011981372,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
1,lawyer_1.png,g,a,t,2,21,69,0,g,1,0.3176570379,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
7,lawyer_7.png,g,a,t,4,21,117,5,g,1,0.3176815973,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
2,lawyer_2.png,a,g,t,2,21,69,1,a,1,0.3176830634,30,m,26,d,60.02297006,SNARC lie 2,2019_Apr_30_1211
9,lawyer_9.png,g,a,t,4,19,115,7,g,1,0.3176834303,10,f,21,d,60.01095477,SNARC lie 2,2019_Apr_10_1300
1,cop_1.png,a,g,l,3,17,89,16,g,1,0.3177068899,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
6,cop_6.png,g,a,l,3,22,94,20,g,1,0.3177101891,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
7,lawyer_7.png,g,a,t,4,20,116,5,g,1,0.317736215,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
2,lawyer_2.png,a,g,t,3,5,77,1,g,1,0.3177505105,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
7,cop_7.png,a,g,l,3,5,77,21,a,1,0.3343182795,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
7,lawyer_7.png,g,a,t,0,13,13,5,g,1,0.3343410061,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
3,lawyer_3.png,g,a,t,0,11,11,10,g,1,0.3343461379,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
6,lawyer_6.png,a,g,t,1,14,38,12,g,1,0.3343538358,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
3,lawyer_3.png,g,a,t,3,20,92,2,g,1,0.3345642411,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
4,lawyer_4.png,a,g,t,2,16,64,11,g,1,0.3348226659,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
8,lawyer_8.png,a,g,t,4,8,104,14,g,1,0.3502024142,17,f,26,d,60.03816113,SNARC lie 1,2019_Apr_18_1109
9,cop_9.png,a,g,l,4,1,97,23,a,1,0.3502973535,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
6,cop_6.png,g,a,l,3,4,76,20,a,1,0.3508853153,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
7,lawyer_7.png,g,a,t,3,6,78,5,a,1,0.3509457975,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
2,lawyer_2.png,a,g,t,0,9,9,9,g,1,0.3509707237,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
6,lawyer_6.png,a,g,t,4,2,98,4,g,1,0.350975489,21,f,20,d,60.02323421,SNARC lie 1,2019_Apr_18_1508
4,lawyer_4.png,a,g,t,1,11,35,11,a,1,0.3509850195,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
1,lawyer_1.png,g,a,t,4,10,106,8,g,1,0.3509894181,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
8,lawyer_8.png,a,g,t,1,6,30,14,g,1,0.3509949166,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
3,lawyer_3.png,g,a,t,1,10,34,2,g,1,0.3510139778,18,f,23,d,60.01702786,SNARC lie 2,2019_Apr_18_1207
9,cop_9.png,a,g,l,4,8,104,23,g,1,0.351014711,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
4,lawyer_4.png,a,g,t,0,23,23,11,g,1,0.3510161773,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
2,lawyer_2.png,a,g,t,0,3,3,1,a,1,0.3510183766,28,f,21,d,60.03657565,SNARC lie 2,2019_Apr_30_0939
8,lawyer_8.png,a,g,t,3,5,77,6,g,1,0.3510205757,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
2,lawyer_2.png,a,g,t,1,22,46,1,g,1,0.3510403698,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
2,lawyer_2.png,a,g,t,3,22,94,9,a,1,0.3669384341,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
8,cop_8.png,g,a,l,2,23,71,22,a,1,0.3675736822,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
8,cop_8.png,g,a,l,3,3,75,22,a,1,0.3676260998,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
9,cop_9.png,a,g,l,0,20,20,23,a,1,0.3676264668,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
8,lawyer_8.png,a,g,t,3,11,83,14,g,1,0.3676301325,35,m,21,d,60.01808426,SNARC lie 1,2019_May_16_1301
4,lawyer_4.png,a,g,t,2,20,68,3,g,1,0.3676400296,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
1,lawyer_1.png,g,a,t,4,17,113,0,g,1,0.367642962,10,f,21,d,60.01095477,SNARC lie 2,2019_Apr_10_1300
4,lawyer_4.png,a,g,t,3,16,88,11,g,1,0.3676433285,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
8,lawyer_8.png,a,g,t,0,1,1,14,g,1,0.3676444283,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
1,lawyer_1.png,g,a,t,4,5,101,8,g,1,0.3676495601,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
4,lawyer_4.png,a,g,t,1,23,47,11,a,1,0.3676521261,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
2,lawyer_2.png,a,g,t,0,14,14,9,a,1,0.3676532258,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
2,lawyer_2.png,a,g,t,0,13,13,1,g,1,0.3676638557,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
2,lawyer_2.png,a,g,t,0,10,10,1,g,1,0.3676660554,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
4,lawyer_4.png,a,g,t,0,6,6,11,g,1,0.3676693542,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
6,lawyer_6.png,a,g,t,2,4,52,4,g,1,0.3676763191,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
3,lawyer_3.png,g,a,t,1,21,45,10,g,1,0.3676788847,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
7,lawyer_7.png,g,a,t,1,7,31,5,g,1,0.3676814507,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
2,lawyer_2.png,a,g,t,1,3,27,9,a,1,0.3676876822,31,m,21,d,60.02297006,SNARC lie 1,2019_Apr_30_1303
8,lawyer_8.png,a,g,t,0,21,21,6,a,1,0.3676913478,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
2,lawyer_2.png,a,g,t,0,5,5,9,g,1,0.3677379009,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
2,lawyer_2.png,a,g,t,4,10,106,9,a,1,0.383571084,6,f,21,d,60.01676381,SNARC lie 2,2019_Apr_10_0911
6,lawyer_6.png,a,g,t,3,3,75,12,g,1,0.3842103643,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
4,cop_4.png,g,a,l,3,13,85,19,g,1,0.3842561843,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
2,cop_2.png,g,a,l,2,20,68,17,a,1,0.3842675476,21,f,20,d,60.02323421,SNARC lie 1,2019_Apr_18_1508
8,lawyer_8.png,a,g,t,0,22,22,14,a,1,0.3842781777,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
9,lawyer_9.png,g,a,t,4,10,106,7,a,1,0.3842840429,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
6,lawyer_6.png,a,g,t,3,3,75,4,g,1,0.3842851426,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
7,lawyer_7.png,g,a,t,4,3,99,13,a,1,0.3842899078,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
2,cop_2.png,g,a,l,2,14,62,17,a,1,0.38429284,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
8,lawyer_8.png,a,g,t,2,19,67,6,g,1,0.3842935734,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
1,lawyer_1.png,g,a,t,4,1,97,0,a,1,0.3843001714,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
6,lawyer_6.png,a,g,t,0,4,4,4,g,1,0.3843016378,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
4,lawyer_4.png,a,g,t,0,1,1,3,g,1,0.3843082357,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
6,lawyer_6.png,a,g,t,3,21,93,4,g,1,0.3843133678,33,f,20,d,60.02283803,SNARC lie 1,2019_Apr_30_1445
8,lawyer_8.png,a,g,t,4,14,110,6,g,1,0.3843141007,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
7,lawyer_7.png,g,a,t,4,13,109,13,a,1,0.3843236312,17,f,26,d,60.03816113,SNARC lie 1,2019_Apr_18_1109
4,lawyer_4.png,a,g,t,4,0,96,3,g,1,0.3843243644,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
1,lawyer_1.png,g,a,t,3,3,75,8,a,1,0.3843254643,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
4,lawyer_4.png,a,g,t,0,15,15,3,g,1,0.3843258303,28,f,21,d,60.03657565,SNARC lie 2,2019_Apr_30_0939
9,lawyer_9.png,g,a,t,1,8,32,15,g,1,0.3843434253,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
8,lawyer_8.png,a,g,t,4,18,114,6,a,1,0.3843437922,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
7,lawyer_7.png,g,a,t,2,8,56,13,a,1,0.3843441587,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
2,lawyer_2.png,a,g,t,1,14,38,9,g,1,0.3843459915,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
4,lawyer_4.png,a,g,t,3,0,72,11,a,1,0.3843463575,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
2,cop_2.png,g,a,l,2,13,61,17,g,1,0.384352223,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
8,lawyer_8.png,a,g,t,1,13,37,14,g,1,0.3843599206,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
2,lawyer_2.png,a,g,t,3,12,84,9,g,1,0.3843628531,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
2,lawyer_2.png,a,g,t,0,7,7,1,g,1,0.3843771489,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
6,lawyer_6.png,a,g,t,4,18,114,4,g,1,0.3844020749,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
8,lawyer_8.png,a,g,t,4,1,97,6,g,1,0.3844130717,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
6,lawyer_6.png,a,g,t,0,3,3,12,g,1,0.3844226021,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
8,lawyer_8.png,a,g,t,1,23,47,14,a,1,0.3844962809,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
6,lawyer_6.png,a,g,t,3,4,76,12,g,1,0.3845410012,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
2,lawyer_2.png,a,g,t,1,18,42,1,g,1,0.400075438,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
2,lawyer_2.png,a,g,t,1,8,32,1,g,1,0.4002700811,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
3,lawyer_3.png,g,a,t,3,8,80,2,a,1,0.4003895798,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
2,lawyer_2.png,a,g,t,2,1,49,9,a,1,0.4006857601,4,f,24,d,60.03340485,SNARC lie 2,2019_Apr_09_1700
8,lawyer_8.png,a,g,t,3,5,77,6,g,1,0.4007755672,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
1,lawyer_1.png,g,a,t,1,20,44,8,g,1,0.4008895673,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
6,lawyer_6.png,a,g,t,4,0,96,4,g,1,0.4009236575,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
2,lawyer_2.png,a,g,t,2,0,48,9,a,1,0.4009551816,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
4,lawyer_4.png,a,g,t,4,0,96,11,g,1,0.4009562811,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
4,lawyer_4.png,a,g,t,0,12,12,11,a,1,0.4009562812,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
1,lawyer_1.png,g,a,t,1,23,47,8,a,1,0.400961413,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
4,lawyer_4.png,a,g,t,0,7,7,3,a,1,0.4009669113,11,f,21,d,60.03644348,SNARC lie 1,2019_Apr_10_1403
6,lawyer_6.png,a,g,t,3,8,80,12,g,1,0.4009705773,32,f,21,d,60.00791881,SNARC lie 2,2019_Apr_30_1358
2,lawyer_2.png,a,g,t,3,15,87,1,g,1,0.4009709433,31,m,21,d,60.02297006,SNARC lie 1,2019_Apr_30_1303
3,lawyer_3.png,g,a,t,4,17,113,10,g,1,0.4009724098,6,f,21,d,60.01676381,SNARC lie 2,2019_Apr_10_0911
4,lawyer_4.png,a,g,t,4,8,104,3,a,1,0.4009735095,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
1,lawyer_1.png,g,a,t,3,19,91,8,g,1,0.400974609,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
1,lawyer_1.png,g,a,t,0,21,21,0,g,1,0.4009779082,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
6,cop_6.png,g,a,l,2,18,66,20,a,1,0.4009815739,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
2,lawyer_2.png,a,g,t,1,3,27,1,g,1,0.4009834066,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
2,lawyer_2.png,a,g,t,4,22,118,1,g,1,0.4009837732,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
4,cop_4.png,g,a,l,2,7,55,19,a,1,0.4009845061,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
9,lawyer_9.png,g,a,t,2,21,69,7,g,1,0.4009852391,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
3,lawyer_3.png,g,a,t,2,16,64,2,g,1,0.4009867054,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
6,lawyer_6.png,a,g,t,2,8,56,4,a,1,0.4009874386,14,m,21,d,60.00686277,SNARC lie 2,2019_Apr_17_1552
8,lawyer_8.png,a,g,t,3,2,74,14,g,1,0.400988905,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
4,lawyer_4.png,a,g,t,1,17,41,3,g,1,0.4009892716,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
8,lawyer_8.png,a,g,t,0,3,3,14,g,1,0.400991471,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
8,lawyer_8.png,a,g,t,0,7,7,6,g,1,0.4009977025,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
9,lawyer_9.png,g,a,t,2,20,68,7,a,1,0.4009977025,36,f,20,d,60.02508316,SNARC lie 2,2019_May_16_1508
6,lawyer_6.png,a,g,t,1,9,33,12,g,1,0.4009984354,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
8,lawyer_8.png,a,g,t,4,13,109,14,g,1,0.4009988019,31,m,21,d,60.02297006,SNARC lie 1,2019_Apr_30_1303
8,lawyer_8.png,a,g,t,2,13,61,6,a,1,0.4009988019,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
7,lawyer_7.png,g,a,t,3,5,77,5,g,1,0.4010002683,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
6,lawyer_6.png,a,g,t,2,3,51,4,g,1,0.4010054001,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
4,lawyer_4.png,a,g,t,2,10,58,3,a,1,0.4010061333,18,f,23,d,60.01702786,SNARC lie 2,2019_Apr_18_1207
3,cop_3.png,a,g,l,1,17,41,18,g,1,0.4010064998,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
3,lawyer_3.png,g,a,t,3,20,92,2,a,1,0.401007233,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
3,lawyer_3.png,g,a,t,0,15,15,2,g,1,0.4010189627,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
1,lawyer_1.png,g,a,t,0,14,14,0,g,1,0.4010222619,34,f,23,s,60.01557549,SNARC lie 2,2019_May_16_1156
1,lawyer_1.png,g,a,t,3,21,93,0,a,1,0.4010229954,35,m,21,d,60.01808426,SNARC lie 1,2019_May_16_1301
2,lawyer_2.png,a,g,t,1,5,29,9,g,1,0.4010251944,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
2,lawyer_2.png,a,g,t,2,17,65,1,g,1,0.4010266606,33,f,20,d,60.02283803,SNARC lie 1,2019_Apr_30_1445
8,lawyer_8.png,a,g,t,4,16,112,6,a,1,0.4010328923,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
4,lawyer_4.png,a,g,t,4,16,112,11,g,1,0.4010376572,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
6,lawyer_6.png,a,g,t,0,4,4,4,a,1,0.4010420558,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
4,lawyer_4.png,a,g,t,0,1,1,11,a,1,0.4010457217,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
6,lawyer_6.png,a,g,t,0,0,0,4,g,1,0.4010464549,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
2,lawyer_2.png,a,g,t,3,17,89,9,a,1,0.4010468214,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
2,lawyer_2.png,a,g,t,2,2,50,9,g,1,0.401048654,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
4,lawyer_4.png,a,g,t,0,1,1,11,g,1,0.4010490208,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
8,lawyer_8.png,a,g,t,2,7,55,14,g,1,0.4010556188,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
8,lawyer_8.png,a,g,t,1,12,36,6,g,1,0.4010647829,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
8,lawyer_8.png,a,g,t,4,23,119,14,g,1,0.4010717473,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
3,lawyer_3.png,g,a,t,1,16,40,2,a,1,0.4010721138,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
7,lawyer_7.png,g,a,t,2,0,48,13,a,1,0.4010867765,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
4,lawyer_4.png,a,g,t,4,0,96,11,g,1,0.4010933747,17,f,26,d,60.03816113,SNARC lie 1,2019_Apr_18_1109
2,lawyer_2.png,a,g,t,2,23,71,9,a,1,0.4011252653,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
9,lawyer_9.png,g,a,t,2,4,52,15,g,1,0.4014023845,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
4,lawyer_4.png,a,g,t,4,22,118,11,a,1,0.4041596469,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
