numbers,stimuli,correctanswer,correctanswer2,condition,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key,accuracy,RTs,participant,gender,age,handedness,frameRate,expName,date
8,lawyer_8.png,a,g,t,1,2,10,6,a,1,0.2843360212,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
7,lawyer_7.png,g,a,t,4,5,37,5,g,1,0.3175826259,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
9,lawyer_9.png,g,a,t,0,5,5,7,g,1,0.3176449414,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
3,lawyer_3.png,g,a,t,1,1,9,2,a,1,0.3176530057,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
1,lawyer_1.png,g,a,t,4,7,39,0,a,1,0.3176684012,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
8,lawyer_8.png,a,g,t,2,3,19,6,g,1,0.3177706713,18,f,23,d,60.01702786,SNARC lie 2,2019_Apr_18_1207
1,lawyer_1.png,g,a,t,3,5,29,0,a,1,0.3337332499,32,f,21,d,60.00791881,SNARC lie 2,2019_Apr_30_1358
9,lawyer_9.png,g,a,t,4,2,34,7,a,1,0.3337482791,32,f,21,d,60.00791881,SNARC lie 2,2019_Apr_30_1358
7,lawyer_7.png,g,a,t,1,2,10,5,a,1,0.3342273725,9,m,27,d,60.0087107,SNARC lie 1,2019_Apr_10_1212
6,lawyer_6.png,a,g,t,0,4,4,4,g,1,0.3343050834,35,m,21,d,60.01808426,SNARC lie 1,2019_May_16_1301
8,lawyer_8.png,a,g,t,1,2,10,6,g,1,0.3343083826,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
2,lawyer_2.png,a,g,t,1,3,11,1,a,1,0.3343380739,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
7,lawyer_7.png,g,a,t,4,1,33,5,a,1,0.3343399065,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
2,lawyer_2.png,a,g,t,2,4,20,1,g,1,0.3343406399,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
8,lawyer_8.png,a,g,t,2,2,18,6,g,1,0.3343432057,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
1,lawyer_1.png,g,a,t,0,4,4,0,a,1,0.334345038,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
8,lawyer_8.png,a,g,t,1,4,12,6,g,1,0.3343494367,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
8,lawyer_8.png,a,g,t,0,2,2,6,g,1,0.3343597007,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
8,lawyer_8.png,a,g,t,4,6,38,6,g,1,0.3343648324,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
7,lawyer_7.png,g,a,t,2,1,17,5,g,1,0.3344205496,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
2,lawyer_2.png,a,g,t,0,5,5,1,g,1,0.3502438357,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
7,lawyer_7.png,g,a,t,1,3,11,5,g,1,0.3504304144,3,f,20,d,60.01201092,SNARC lie 1,2019_Apr_09_1542
7,lawyer_7.png,g,a,t,3,1,25,5,a,1,0.3504509418,32,f,21,d,60.00791881,SNARC lie 2,2019_Apr_30_1358
8,lawyer_8.png,a,g,t,2,5,21,6,g,1,0.350945431,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
8,lawyer_8.png,a,g,t,1,0,8,6,g,1,0.3509479966,36,f,20,d,60.02508316,SNARC lie 2,2019_May_16_1508
3,lawyer_3.png,g,a,t,1,4,12,2,a,1,0.3509483633,18,f,23,d,60.01702786,SNARC lie 2,2019_Apr_18_1207
7,lawyer_7.png,g,a,t,0,1,1,5,a,1,0.350949463,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
3,lawyer_3.png,g,a,t,0,7,7,2,a,1,0.3509575275,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
4,lawyer_4.png,a,g,t,1,2,10,3,g,1,0.3509597271,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
2,lawyer_2.png,a,g,t,0,2,2,1,g,1,0.3509659583,18,f,23,d,60.01702786,SNARC lie 2,2019_Apr_18_1207
3,lawyer_3.png,g,a,t,0,3,3,2,g,1,0.3509685243,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
1,lawyer_1.png,g,a,t,0,1,1,0,g,1,0.350978788,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
2,lawyer_2.png,a,g,t,2,3,19,1,a,1,0.3509868523,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
3,lawyer_3.png,g,a,t,3,6,30,2,a,1,0.3509875855,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
8,lawyer_8.png,a,g,t,0,5,5,6,g,1,0.350997116,18,f,23,d,60.01702786,SNARC lie 2,2019_Apr_18_1207
7,lawyer_7.png,g,a,t,1,0,8,5,g,1,0.35100518,15,f,19,d,60.03657565,SNARC lie 1,2019_Apr_17_1720
8,lawyer_8.png,a,g,t,2,2,18,6,g,1,0.3510051803,14,m,21,d,60.00686277,SNARC lie 2,2019_Apr_17_1552
1,lawyer_1.png,g,a,t,4,7,39,0,a,1,0.351008846,35,m,21,d,60.01808426,SNARC lie 1,2019_May_16_1301
7,lawyer_7.png,g,a,t,1,3,11,5,a,1,0.3510099456,18,f,23,d,60.01702786,SNARC lie 2,2019_Apr_18_1207
3,lawyer_3.png,g,a,t,1,3,11,2,a,1,0.3510099456,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
6,lawyer_6.png,a,g,t,2,0,16,4,g,1,0.3510158104,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
6,lawyer_6.png,a,g,t,1,6,14,4,g,1,0.3510253411,18,f,23,d,60.01702786,SNARC lie 2,2019_Apr_18_1207
2,lawyer_2.png,a,g,t,1,0,8,1,g,1,0.3510352381,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
2,lawyer_2.png,a,g,t,0,6,6,1,g,1,0.3510480677,35,m,21,d,60.01808426,SNARC lie 1,2019_May_16_1301
1,lawyer_1.png,g,a,t,2,5,21,0,g,1,0.3510542993,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
1,lawyer_1.png,g,a,t,3,2,26,0,a,1,0.3510550323,21,f,20,d,60.02323421,SNARC lie 1,2019_Apr_18_1508
8,lawyer_8.png,a,g,t,3,2,26,6,a,1,0.3510623637,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
3,lawyer_3.png,g,a,t,3,5,29,2,a,1,0.3510744601,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
4,lawyer_4.png,a,g,t,4,2,34,3,g,1,0.3510814249,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
3,lawyer_3.png,g,a,t,3,4,28,2,g,1,0.3510968201,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
2,lawyer_2.png,a,g,t,0,5,5,1,g,1,0.3511001192,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
4,lawyer_4.png,a,g,t,0,7,7,3,g,1,0.3511206466,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
1,lawyer_1.png,g,a,t,4,5,37,0,a,1,0.3512287817,17,f,26,d,60.03816113,SNARC lie 1,2019_Apr_18_1109
1,lawyer_1.png,g,a,t,4,5,37,0,g,1,0.3667973084,16,f,27,d,60.02680016,SNARC lie 2,2019_Apr_18_1009
2,lawyer_2.png,a,g,t,3,0,24,1,g,1,0.3675417915,3,f,20,d,60.01201092,SNARC lie 1,2019_Apr_09_1542
4,lawyer_4.png,a,g,t,2,4,20,3,g,1,0.3675681837,36,f,20,d,60.02508316,SNARC lie 2,2019_May_16_1508
9,lawyer_9.png,g,a,t,1,6,14,7,g,1,0.3675788143,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
2,lawyer_2.png,a,g,t,2,6,22,1,g,1,0.3675923768,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
4,lawyer_4.png,a,g,t,2,5,21,3,g,1,0.3676037402,14,m,21,d,60.00686277,SNARC lie 2,2019_Apr_17_1552
6,lawyer_6.png,a,g,t,4,1,33,4,g,1,0.367606306,19,f,19,d,60.02878139,SNARC lie 1,2019_Apr_18_1302
3,lawyer_3.png,g,a,t,1,7,15,2,g,1,0.3676169366,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
4,lawyer_4.png,a,g,t,3,4,28,3,g,1,0.367633065,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
2,lawyer_2.png,a,g,t,1,3,11,1,a,1,0.3676396632,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
6,lawyer_6.png,a,g,t,4,0,32,4,g,1,0.367647361,34,f,23,s,60.01557549,SNARC lie 2,2019_May_16_1156
3,lawyer_3.png,g,a,t,3,6,30,2,g,1,0.367647361,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
7,lawyer_7.png,g,a,t,4,3,35,5,a,1,0.3676513929,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
7,lawyer_7.png,g,a,t,4,1,33,5,g,1,0.3676557916,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
1,lawyer_1.png,g,a,t,1,7,15,0,a,1,0.367659457,36,f,20,d,60.02508316,SNARC lie 2,2019_May_16_1508
4,lawyer_4.png,a,g,t,4,2,34,3,g,1,0.3676638557,17,f,26,d,60.03816113,SNARC lie 1,2019_Apr_18_1109
2,lawyer_2.png,a,g,t,3,5,29,1,g,1,0.3676660552,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
1,lawyer_1.png,g,a,t,4,1,33,0,a,1,0.3676697207,15,f,19,d,60.03657565,SNARC lie 1,2019_Apr_17_1720
2,lawyer_2.png,a,g,t,4,3,35,1,g,1,0.3676700871,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
2,lawyer_2.png,a,g,t,3,7,31,1,g,1,0.3676726533,11,f,21,d,60.03644348,SNARC lie 1,2019_Apr_10_1403
9,lawyer_9.png,g,a,t,0,6,6,7,a,1,0.3676726534,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
4,lawyer_4.png,a,g,t,2,4,20,3,a,1,0.3676730199,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
4,lawyer_4.png,a,g,t,0,0,0,3,g,1,0.3676752194,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
9,lawyer_9.png,g,a,t,0,3,3,7,a,1,0.3676781517,18,f,23,d,60.01702786,SNARC lie 2,2019_Apr_18_1207
2,lawyer_2.png,a,g,t,1,3,11,1,a,1,0.3676788848,11,f,21,d,60.03644348,SNARC lie 1,2019_Apr_10_1403
4,lawyer_4.png,a,g,t,4,1,33,3,a,1,0.3676906149,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
7,lawyer_7.png,g,a,t,1,4,12,5,g,1,0.3676913478,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
1,lawyer_1.png,g,a,t,3,1,25,0,a,1,0.3676961132,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
3,lawyer_3.png,g,a,t,2,2,18,2,g,1,0.3676983125,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
9,lawyer_9.png,g,a,t,3,7,31,7,a,1,0.367701978,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
3,lawyer_3.png,g,a,t,1,0,8,2,a,1,0.367713708,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
8,lawyer_8.png,a,g,t,1,5,13,6,g,1,0.3677155408,35,m,21,d,60.01808426,SNARC lie 1,2019_May_16_1301
2,lawyer_2.png,a,g,t,4,4,36,1,a,1,0.3677203064,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
9,lawyer_9.png,g,a,t,0,5,5,7,g,1,0.3677320359,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
3,lawyer_3.png,g,a,t,2,0,16,2,g,1,0.3677507304,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
7,lawyer_7.png,g,a,t,1,7,15,5,g,1,0.367971766,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
4,lawyer_4.png,a,g,t,3,3,27,3,a,1,0.3829772571,3,f,20,d,60.01201092,SNARC lie 1,2019_Apr_09_1542
8,lawyer_8.png,a,g,t,3,2,26,6,g,1,0.3832316496,32,f,21,d,60.00791881,SNARC lie 2,2019_Apr_30_1358
2,lawyer_2.png,a,g,t,0,3,3,1,a,1,0.3835285632,28,f,21,d,60.03657565,SNARC lie 2,2019_Apr_30_0939
3,lawyer_3.png,g,a,t,0,0,0,2,a,1,0.3836682225,32,f,21,d,60.00791881,SNARC lie 2,2019_Apr_30_1358
2,lawyer_2.png,a,g,t,0,1,1,1,a,1,0.3841935025,6,f,21,d,60.01676381,SNARC lie 2,2019_Apr_10_0911
4,lawyer_4.png,a,g,t,1,1,9,3,g,1,0.3842261262,3,f,20,d,60.01201092,SNARC lie 1,2019_Apr_09_1542
6,lawyer_6.png,a,g,t,0,4,4,4,a,1,0.3842261263,1,f,27,d,59.90355943,SNARC lie 1,2019_Apr_01_1630
3,lawyer_3.png,g,a,t,1,4,12,2,a,1,0.3842411552,9,m,27,d,60.0087107,SNARC lie 1,2019_Apr_10_1212
1,lawyer_1.png,g,a,t,2,0,16,0,a,1,0.3842477533,18,f,23,d,60.01702786,SNARC lie 2,2019_Apr_18_1207
6,lawyer_6.png,a,g,t,3,1,25,4,a,1,0.3842558176,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
2,lawyer_2.png,a,g,t,1,1,9,1,a,1,0.3842660813,17,f,26,d,60.03816113,SNARC lie 1,2019_Apr_18_1109
4,lawyer_4.png,a,g,t,4,5,37,3,a,1,0.3842719463,14,m,21,d,60.00686277,SNARC lie 2,2019_Apr_17_1552
7,lawyer_7.png,g,a,t,3,5,29,5,a,1,0.384272313,18,f,23,d,60.01702786,SNARC lie 2,2019_Apr_18_1207
6,lawyer_6.png,a,g,t,1,1,9,4,g,1,0.3842734126,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
6,lawyer_6.png,a,g,t,3,0,24,4,a,1,0.3842840428,34,f,23,s,60.01557549,SNARC lie 2,2019_May_16_1156
3,lawyer_3.png,g,a,t,4,4,36,2,a,1,0.3842869753,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
9,lawyer_9.png,g,a,t,2,2,18,7,a,1,0.3842943064,6,f,21,d,60.01676381,SNARC lie 2,2019_Apr_10_0911
3,lawyer_3.png,g,a,t,2,0,16,2,g,1,0.3842957728,36,f,20,d,60.02508316,SNARC lie 2,2019_May_16_1508
1,lawyer_1.png,g,a,t,2,4,20,0,a,1,0.3843042036,24,f,21,m,59.99393041,SNARC lie 2,2019_Apr_24_0942
6,lawyer_6.png,a,g,t,1,1,9,4,g,1,0.384305303,33,f,20,d,60.02283803,SNARC lie 1,2019_Apr_30_1445
4,lawyer_4.png,a,g,t,1,5,13,3,g,1,0.3843053032,9,m,27,d,60.0087107,SNARC lie 1,2019_Apr_10_1212
4,lawyer_4.png,a,g,t,3,6,30,3,g,1,0.3843089689,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
6,lawyer_6.png,a,g,t,3,4,28,4,a,1,0.3843126344,18,f,23,d,60.01702786,SNARC lie 2,2019_Apr_18_1207
1,lawyer_1.png,g,a,t,0,2,2,0,g,1,0.3843152002,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
3,lawyer_3.png,g,a,t,0,6,6,2,g,1,0.3843177662,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
4,lawyer_4.png,a,g,t,4,1,33,3,g,1,0.3843181329,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
6,lawyer_6.png,a,g,t,3,3,27,4,g,1,0.3843203322,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
7,lawyer_7.png,g,a,t,1,3,11,5,g,1,0.3843225318,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
2,lawyer_2.png,a,g,t,4,5,37,1,g,1,0.3843236312,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
2,lawyer_2.png,a,g,t,3,0,24,1,a,1,0.3843243641,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
1,lawyer_1.png,g,a,t,2,6,22,0,g,1,0.3843269303,11,f,21,d,60.03644348,SNARC lie 1,2019_Apr_10_1403
6,lawyer_6.png,a,g,t,2,7,23,4,a,1,0.3843276633,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
1,lawyer_1.png,g,a,t,4,7,39,0,a,1,0.3843276633,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
3,lawyer_3.png,g,a,t,0,5,5,2,g,1,0.3843287635,32,f,21,d,60.00791881,SNARC lie 2,2019_Apr_30_1358
7,lawyer_7.png,g,a,t,2,2,18,5,a,1,0.3843291295,18,f,23,d,60.01702786,SNARC lie 2,2019_Apr_18_1207
2,lawyer_2.png,a,g,t,4,0,32,1,g,1,0.3843294962,17,f,26,d,60.03816113,SNARC lie 1,2019_Apr_18_1109
4,lawyer_4.png,a,g,t,1,6,14,3,g,1,0.3843294962,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
8,lawyer_8.png,a,g,t,0,4,4,6,g,1,0.3843298629,31,m,21,d,60.02297006,SNARC lie 1,2019_Apr_30_1303
6,lawyer_6.png,a,g,t,2,0,16,4,g,1,0.3843305958,14,m,21,d,60.00686277,SNARC lie 2,2019_Apr_17_1552
4,lawyer_4.png,a,g,t,4,0,32,3,a,1,0.384330596,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
9,lawyer_9.png,g,a,t,4,4,36,7,a,1,0.3843327952,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
7,lawyer_7.png,g,a,t,3,7,31,5,a,1,0.3843353612,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
1,lawyer_1.png,g,a,t,1,1,9,0,a,1,0.384337194,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
3,lawyer_3.png,g,a,t,3,2,26,2,g,1,0.3843415927,18,f,23,d,60.01702786,SNARC lie 2,2019_Apr_18_1207
6,lawyer_6.png,a,g,t,1,4,12,4,g,1,0.3843467245,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
2,lawyer_2.png,a,g,t,1,0,8,1,g,1,0.3843558885,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
4,lawyer_4.png,a,g,t,2,5,21,3,g,1,0.3843591876,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
7,lawyer_7.png,g,a,t,0,0,0,5,g,1,0.3843599209,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
3,lawyer_3.png,g,a,t,2,4,20,2,a,1,0.3843621199,14,m,21,d,60.00686277,SNARC lie 2,2019_Apr_17_1552
2,lawyer_2.png,a,g,t,4,0,32,1,g,1,0.3843643194,11,f,21,d,60.03644348,SNARC lie 1,2019_Apr_10_1403
6,lawyer_6.png,a,g,t,4,1,33,4,g,1,0.3843690846,17,f,26,d,60.03816113,SNARC lie 1,2019_Apr_18_1109
7,lawyer_7.png,g,a,t,1,6,14,5,a,1,0.3843738502,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
3,lawyer_3.png,g,a,t,0,2,2,2,a,1,0.3843789818,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
6,lawyer_6.png,a,g,t,0,6,6,4,g,1,0.3843855797,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
7,lawyer_7.png,g,a,t,1,5,13,5,a,1,0.3843863129,17,f,26,d,60.03816113,SNARC lie 1,2019_Apr_18_1109
7,lawyer_7.png,g,a,t,4,4,36,5,g,1,0.3843892454,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
8,lawyer_8.png,a,g,t,0,1,1,6,a,1,0.3843910783,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
1,lawyer_1.png,g,a,t,2,4,20,0,a,1,0.3843932776,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
6,lawyer_6.png,a,g,t,4,2,34,4,g,1,0.3843932776,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
4,lawyer_4.png,a,g,t,0,7,7,3,a,1,0.3843951104,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
8,lawyer_8.png,a,g,t,0,4,4,6,a,1,0.3843991426,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
3,lawyer_3.png,g,a,t,4,3,35,2,a,1,0.3844009752,17,f,26,d,60.03816113,SNARC lie 1,2019_Apr_18_1109
8,lawyer_8.png,a,g,t,2,3,19,6,g,1,0.384422969,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
1,lawyer_1.png,g,a,t,1,6,14,0,a,1,0.3844259015,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
7,lawyer_7.png,g,a,t,4,5,37,5,g,1,0.3844401971,31,m,21,d,60.02297006,SNARC lie 1,2019_Apr_30_1303
8,lawyer_8.png,a,g,t,0,6,6,6,a,1,0.384466223,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
2,lawyer_2.png,a,g,t,3,3,27,1,g,1,0.3844724544,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
7,lawyer_7.png,g,a,t,3,4,28,5,g,1,0.3844940816,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
7,lawyer_7.png,g,a,t,1,3,11,5,a,1,0.3845116764,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
7,lawyer_7.png,g,a,t,3,4,28,5,g,1,0.3845926861,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
8,lawyer_8.png,a,g,t,0,7,7,6,g,1,0.3847191492,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
3,lawyer_3.png,g,a,t,3,4,28,2,a,1,0.4000655408,32,f,21,d,60.00791881,SNARC lie 2,2019_Apr_30_1358
8,lawyer_8.png,a,g,t,4,6,38,6,a,1,0.4002433224,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
3,lawyer_3.png,g,a,t,3,5,29,2,g,1,0.4002466213,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
3,lawyer_3.png,g,a,t,1,0,8,2,a,1,0.400253586,35,m,21,d,60.01808426,SNARC lie 1,2019_May_16_1301
3,lawyer_3.png,g,a,t,0,4,4,2,a,1,0.4002539527,18,f,23,d,60.01702786,SNARC lie 2,2019_Apr_18_1207
3,lawyer_3.png,g,a,t,3,1,25,2,g,1,0.4002634832,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
2,lawyer_2.png,a,g,t,2,6,22,1,a,1,0.4002726473,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
3,lawyer_3.png,g,a,t,3,1,25,2,g,1,0.4002891423,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
4,lawyer_4.png,a,g,t,3,7,31,3,g,1,0.4002953735,32,f,21,d,60.00791881,SNARC lie 2,2019_Apr_30_1358
7,lawyer_7.png,g,a,t,2,0,16,5,a,1,0.4003177341,29,m,20,d,60.00580693,SNARC lie 1,2019_Apr_30_1119
7,lawyer_7.png,g,a,t,1,5,13,5,a,1,0.4006439722,5,f,22,d,60.06486318,SNARC lie 1,2019_Apr_09_1752
8,lawyer_8.png,a,g,t,4,4,36,6,a,1,0.4006535028,5,f,22,d,60.06486318,SNARC lie 1,2019_Apr_09_1752
6,lawyer_6.png,a,g,t,4,0,32,4,g,1,0.4007777666,3,f,20,d,60.01201092,SNARC lie 1,2019_Apr_09_1542
2,lawyer_2.png,a,g,t,0,4,4,1,a,1,0.400866474,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
6,lawyer_6.png,a,g,t,2,4,20,4,g,1,0.400908995,18,f,23,d,60.01702786,SNARC lie 2,2019_Apr_18_1207
7,lawyer_7.png,g,a,t,1,4,12,5,a,1,0.4009155929,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
4,lawyer_4.png,a,g,t,1,4,12,3,g,1,0.4009203583,17,f,26,d,60.03816113,SNARC lie 1,2019_Apr_18_1109
6,lawyer_6.png,a,g,t,1,0,8,4,g,1,0.4009328213,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
4,lawyer_4.png,a,g,t,0,5,5,3,a,1,0.4009331879,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
3,lawyer_3.png,g,a,t,2,5,21,2,a,1,0.4009372201,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
7,lawyer_7.png,g,a,t,0,2,2,5,a,1,0.4009427181,35,m,21,d,60.01808426,SNARC lie 1,2019_May_16_1301
8,lawyer_8.png,a,g,t,3,4,28,6,g,1,0.4009427181,31,m,21,d,60.02297006,SNARC lie 1,2019_Apr_30_1303
8,lawyer_8.png,a,g,t,3,5,29,6,a,1,0.4009467503,35,m,21,d,60.01808426,SNARC lie 1,2019_May_16_1301
4,lawyer_4.png,a,g,t,1,1,9,3,g,1,0.4009493164,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
6,lawyer_6.png,a,g,t,1,1,9,4,g,1,0.4009515159,29,m,20,d,60.00580693,SNARC lie 1,2019_Apr_30_1119
3,lawyer_3.png,g,a,t,2,7,23,2,a,1,0.400956281,35,m,21,d,60.01808426,SNARC lie 1,2019_May_16_1301
4,lawyer_4.png,a,g,t,1,7,15,3,a,1,0.4009566477,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
9,lawyer_9.png,g,a,t,3,1,25,7,a,1,0.4009573809,36,f,20,d,60.02508316,SNARC lie 2,2019_May_16_1508
7,lawyer_7.png,g,a,t,2,2,18,5,a,1,0.4009577474,36,f,20,d,60.02508316,SNARC lie 2,2019_May_16_1508
3,lawyer_3.png,g,a,t,2,2,18,2,a,1,0.4009584805,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
6,lawyer_6.png,a,g,t,4,4,36,4,g,1,0.4009584805,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
3,lawyer_3.png,g,a,t,0,2,2,2,a,1,0.4009625125,30,m,26,d,60.02297006,SNARC lie 2,2019_Apr_30_1211
2,lawyer_2.png,a,g,t,1,6,14,1,a,1,0.4009636123,6,f,21,d,60.01676381,SNARC lie 2,2019_Apr_10_0911
6,lawyer_6.png,a,g,t,2,7,23,4,a,1,0.4009636124,18,f,23,d,60.01702786,SNARC lie 2,2019_Apr_18_1207
8,lawyer_8.png,a,g,t,3,2,26,6,g,1,0.4009654452,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
4,lawyer_4.png,a,g,t,3,4,28,3,g,1,0.4009661782,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
1,lawyer_1.png,g,a,t,2,0,16,0,g,1,0.4009683777,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
